23,1554036185.427071
1,1554036185.427623
23,1554036185.436702
24,1554036185.436953
0,1554036185.438158
1,1554036185.438216
23,1554036185.440256
24,1554036185.440540
0,1554036185.444313
1,1554036185.444372
23,1554036185.448020
24,1554036185.448307
0,1554036185.449682
1,1554036185.449718
23,1554036185.451134
24,1554036185.451414
0,1554036185.452350
1,1554036185.452395
23,1554036185.454684
24,1554036185.455010
0,1554036185.455623
1,1554036185.455640
23,1554036185.459842
24,1554036185.460166
0,1554036185.461712
1,1554036185.461756
23,1554036185.462645
24,1554036185.463038
0,1554036185.464440
1,1554036185.464456
23,1554036185.467509
24,1554036185.467817
0,1554036185.469261
1,1554036185.469276
23,1554036185.471520
24,1554036185.471790
0,1554036185.472253
1,1554036185.472268
23,1554036185.474986
24,1554036185.475434
0,1554036185.488984
1,1554036185.489017
23,1554036185.489862
24,1554036185.490162
0,1554036185.492568
1,1554036185.492584
23,1554036185.494199
24,1554036185.494450
0,1554036185.495912
1,1554036185.495924
23,1554036185.497047
24,1554036185.497339
0,1554036185.506872
1,1554036185.506893
23,1554036185.510829
24,1554036185.511084
0,1554036185.514485
1,1554036185.514504
23,1554036185.518621
24,1554036185.519255
0,1554036185.519795
1,1554036185.519810
23,1554036185.522140
24,1554036185.522883
0,1554036185.534019
1,1554036185.534036
23,1554036185.537517
24,1554036185.537782
0,1554036185.544198
1,1554036185.544211
23,1554036185.544567
24,1554036185.544956
0,1554036185.545769
1,1554036185.545798
23,1554036185.546073
24,1554036185.546326
0,1554036185.548150
1,1554036185.548168
23,1554036185.549638
24,1554036185.550004
0,1554036185.551436
1,1554036185.551451
23,1554036185.552723
24,1554036185.552978
0,1554036185.554110
1,1554036185.554123
23,1554036185.554183
24,1554036185.554496
0,1554036185.555695
1,1554036185.555713
23,1554036185.558208
24,1554036185.558526
0,1554036185.559729
1,1554036185.559743
23,1554036185.563441
24,1554036185.563709
0,1554036185.564531
1,1554036185.564561
23,1554036185.566051
24,1554036185.566450
0,1554036185.568164
1,1554036185.568186
23,1554036185.575770
24,1554036185.576224
0,1554036185.576375
1,1554036185.576396
23,1554036185.579657
24,1554036185.580179
0,1554036185.582719
1,1554036185.582739
23,1554036185.585096
24,1554036185.585442
0,1554036185.586318
1,1554036185.586328
23,1554036185.586538
24,1554036185.586891
0,1554036185.590562
1,1554036185.590596
23,1554036185.592649
24,1554036185.593000
0,1554036185.595706
1,1554036185.595722
23,1554036185.597817
24,1554036185.598079
0,1554036185.601323
1,1554036185.601336
23,1554036185.602426
24,1554036185.602717
0,1554036185.620427
1,1554036185.620449
23,1554036185.620558
24,1554036185.620986
0,1554036185.630248
1,1554036185.630261
23,1554036185.630783
24,1554036185.631106
0,1554036185.632572
1,1554036185.632589
23,1554036185.635733
24,1554036185.636038
0,1554036185.637632
1,1554036185.637643
23,1554036185.642664
24,1554036185.642932
0,1554036185.645100
1,1554036185.645143
23,1554036185.645593
24,1554036185.645925
0,1554036185.647121
1,1554036185.647136
23,1554036185.648971
24,1554036185.649303
0,1554036185.650569
1,1554036185.650580
23,1554036185.655066
24,1554036185.655348
0,1554036185.657913
1,1554036185.657930
23,1554036185.658514
24,1554036185.658800
0,1554036185.662477
1,1554036185.662497
23,1554036185.662853
24,1554036185.663135
0,1554036185.665271
1,1554036185.665290
23,1554036185.665534
24,1554036185.665823
0,1554036185.666880
1,1554036185.666899
23,1554036185.667009
24,1554036185.667324
0,1554036185.667923
1,1554036185.667953
23,1554036185.668058
24,1554036185.668325
0,1554036185.669816
1,1554036185.669852
23,1554036185.670208
24,1554036185.670509
0,1554036185.671762
1,1554036185.671780
23,1554036185.678515
24,1554036185.678857
0,1554036185.680644
1,1554036185.680665
23,1554036185.688361
24,1554036185.688750
0,1554036185.689370
1,1554036185.689385
23,1554036185.693939
24,1554036185.694401
0,1554036185.695806
1,1554036185.695847
23,1554036185.696897
24,1554036185.697181
0,1554036185.700202
1,1554036185.700215
23,1554036185.702782
24,1554036185.703128
0,1554036185.704742
1,1554036185.704752
23,1554036185.711897
24,1554036185.712254
0,1554036185.712450
1,1554036185.712483
23,1554036185.715022
24,1554036185.715323
0,1554036185.716153
1,1554036185.716200
23,1554036185.716715
24,1554036185.717053
0,1554036185.718622
1,1554036185.718652
23,1554036185.719465
24,1554036185.719778
0,1554036185.720543
1,1554036185.720586
23,1554036185.720823
24,1554036185.721276
0,1554036185.721820
1,1554036185.721873
23,1554036185.722780
24,1554036185.723129
0,1554036185.724422
1,1554036185.724452
23,1554036185.725582
24,1554036185.726293
0,1554036185.731873
1,1554036185.731893
23,1554036185.732071
24,1554036185.732416
0,1554036185.733728
1,1554036185.733745
23,1554036185.733881
24,1554036185.734184
0,1554036185.738220
1,1554036185.738249
23,1554036185.742225
24,1554036185.742730
0,1554036185.743644
1,1554036185.743683
23,1554036185.748524
24,1554036185.748824
0,1554036185.751392
1,1554036185.751407
23,1554036185.752117
24,1554036185.752486
0,1554036185.753462
1,1554036185.753487
23,1554036185.758749
24,1554036185.759120
0,1554036185.760906
1,1554036185.760922
23,1554036185.766922
24,1554036185.767259
0,1554036185.767926
1,1554036185.767953
23,1554036185.770820
24,1554036185.771130
0,1554036185.772323
1,1554036185.772341
23,1554036185.772628
24,1554036185.773008
0,1554036185.773723
1,1554036185.773754
23,1554036185.773846
24,1554036185.774196
0,1554036185.775716
1,1554036185.775758
23,1554036185.778762
24,1554036185.779072
0,1554036185.784679
1,1554036185.784698
23,1554036185.786661
24,1554036185.786960
0,1554036185.789906
1,1554036185.789961
23,1554036185.790577
24,1554036185.790939
0,1554036185.809459
1,1554036185.809473
23,1554036185.810395
24,1554036185.810729
0,1554036185.814275
1,1554036185.814311
23,1554036185.815307
24,1554036185.815609
0,1554036185.816527
1,1554036185.816584
23,1554036185.817918
24,1554036185.818268
0,1554036185.823026
1,1554036185.823054
23,1554036185.826051
24,1554036185.826339
0,1554036185.830233
1,1554036185.830258
23,1554036185.830324
24,1554036185.830768
0,1554036185.835364
1,1554036185.835386
23,1554036185.839935
24,1554036185.840229
0,1554036185.842832
1,1554036185.842891
23,1554036185.843886
24,1554036185.844187
0,1554036185.851550
1,1554036185.851567
23,1554036185.851655
24,1554036185.851964
0,1554036185.855703
1,1554036185.855719
23,1554036185.857802
24,1554036185.858056
0,1554036185.859259
1,1554036185.859275
23,1554036185.860734
24,1554036185.860988
0,1554036185.862239
1,1554036185.862256
23,1554036185.865196
24,1554036185.865468
0,1554036185.866528
1,1554036185.866544
23,1554036185.869453
24,1554036185.869708
0,1554036185.871898
1,1554036185.871914
23,1554036185.873284
24,1554036185.873538
0,1554036185.874656
1,1554036185.874671
23,1554036185.877721
24,1554036185.877991
0,1554036185.879160
1,1554036185.879176
23,1554036185.879726
24,1554036185.880004
0,1554036185.883771
1,1554036185.883803
23,1554036185.884473
24,1554036185.884766
0,1554036185.887038
1,1554036185.887052
23,1554036185.887794
24,1554036185.888046
0,1554036185.889005
1,1554036185.889034
23,1554036185.894731
24,1554036185.894991
0,1554036185.902291
1,1554036185.902327
23,1554036185.906473
24,1554036185.907135
0,1554036185.907415
1,1554036185.907428
23,1554036185.908995
24,1554036185.909509
0,1554036185.910968
1,1554036185.910989
23,1554036185.911444
24,1554036185.911895
0,1554036185.917369
1,1554036185.917412
23,1554036185.917623
24,1554036185.917944
0,1554036185.926546
1,1554036185.926585
23,1554036185.930685
24,1554036185.931046
0,1554036185.931835
1,1554036185.931865
23,1554036185.938644
24,1554036185.938991
0,1554036185.939956
1,1554036185.939968
23,1554036185.940354
24,1554036185.940655
0,1554036185.941537
1,1554036185.941570
23,1554036185.952083
24,1554036185.952433
0,1554036185.956598
1,1554036185.956676
23,1554036185.963741
24,1554036185.964068
0,1554036185.965524
1,1554036185.965559
23,1554036185.965966
24,1554036185.966309
0,1554036185.968865
1,1554036185.968919
23,1554036185.969878
24,1554036185.970225
0,1554036185.971048
1,1554036185.971061
23,1554036185.971192
24,1554036185.971498
0,1554036185.972822
1,1554036185.972832
23,1554036185.972915
24,1554036185.973214
0,1554036185.974170
1,1554036185.974202
23,1554036185.975132
24,1554036185.975566
0,1554036185.976387
1,1554036185.976432
23,1554036185.977239
24,1554036185.977522
0,1554036185.979731
1,1554036185.979763
23,1554036185.986726
24,1554036185.987290
0,1554036185.988213
1,1554036185.988228
23,1554036185.988361
24,1554036185.988888
0,1554036185.989986
1,1554036185.990005
23,1554036185.990199
24,1554036185.990797
0,1554036185.991929
1,1554036185.991948
23,1554036185.992391
24,1554036185.992926
0,1554036185.993558
1,1554036185.993588
23,1554036185.994148
24,1554036185.994709
0,1554036185.995520
1,1554036185.995561
23,1554036185.998681
24,1554036185.999134
0,1554036186.002028
1,1554036186.002070
23,1554036186.002479
24,1554036186.002832
0,1554036186.005554
1,1554036186.005635
23,1554036186.006013
24,1554036186.006484
0,1554036186.007592
1,1554036186.007634
23,1554036186.010826
24,1554036186.011342
0,1554036186.012840
1,1554036186.012881
23,1554036186.013244
24,1554036186.013739
0,1554036186.014525
1,1554036186.014540
23,1554036186.014680
24,1554036186.015222
0,1554036186.021474
1,1554036186.021546
23,1554036186.021658
24,1554036186.022168
0,1554036186.024951
1,1554036186.024969
23,1554036186.025738
24,1554036186.026131
0,1554036186.029414
1,1554036186.029434
23,1554036186.029769
24,1554036186.030085
0,1554036186.035475
1,1554036186.035550
23,1554036186.036438
24,1554036186.037050
0,1554036186.037648
1,1554036186.037734
23,1554036186.038716
24,1554036186.039112
0,1554036186.041198
1,1554036186.041228
23,1554036186.041306
24,1554036186.041714
0,1554036186.042406
1,1554036186.042428
23,1554036186.043800
24,1554036186.044239
0,1554036186.045860
1,1554036186.045878
23,1554036186.047118
24,1554036186.047540
0,1554036186.048205
1,1554036186.048221
23,1554036186.048425
24,1554036186.048920
0,1554036186.049759
1,1554036186.049824
23,1554036186.049984
24,1554036186.050529
0,1554036186.051663
1,1554036186.051682
23,1554036186.052091
24,1554036186.052516
0,1554036186.054246
1,1554036186.054267
23,1554036186.054818
24,1554036186.055210
0,1554036186.056231
1,1554036186.056260
23,1554036186.056432
24,1554036186.056991
0,1554036186.057682
1,1554036186.057704
23,1554036186.057809
24,1554036186.058343
0,1554036186.058841
4,1554036186.058922
24,1554036186.071984
